explanation,label,input_size,avg_t,min_t,max_t,std_t,size_in_megabytes
random access to position 7071150,rand_acc,7071150,0.023711,0.020000,0.031000,0.004811,0.000000
random access to position 3461896,rand_acc,3461896,0.023641,0.020000,0.031000,0.004817,0.000000
random access to position 198609,rand_acc,198609,0.023641,0.020000,0.031000,0.004817,0.000000
random access to position 3180213,rand_acc,3180213,0.023633,0.020000,0.031000,0.004805,0.000000
random access to position 5970306,rand_acc,5970306,0.023633,0.020000,0.031000,0.004805,0.000000
random access to position 7310838,rand_acc,7310838,0.023797,0.020000,0.031000,0.004842,0.000000
random access to position 2598341,rand_acc,2598341,0.023547,0.020000,0.031000,0.004787,0.000000
random access to position 7789403,rand_acc,7789403,0.023641,0.020000,0.031000,0.004817,0.000000
random access to position 9373504,rand_acc,9373504,0.023555,0.020000,0.031000,0.004799,0.000000
random access to position 951630,rand_acc,951630,0.023625,0.020000,0.031000,0.004810,0.000000
random access to position 9206450,rand_acc,9206450,0.023727,0.020000,0.031000,0.004849,0.000000
random access to position 8622790,rand_acc,8622790,0.023719,0.020000,0.031000,0.004822,0.000000
random access to position 1116224,rand_acc,1116224,0.023797,0.020000,0.031000,0.004858,0.000000
random access to position 9705565,rand_acc,9705565,0.023727,0.020000,0.031000,0.004816,0.000000
random access to position 9912277,rand_acc,9912277,0.023648,0.020000,0.031000,0.004828,0.000000
random access to position 8627138,rand_acc,8627138,0.023805,0.020000,0.031000,0.004869,0.000000
random access to position 3304206,rand_acc,3304206,0.023656,0.020000,0.031000,0.004806,0.000000
random access to position 6594332,rand_acc,6594332,0.023719,0.020000,0.031000,0.004822,0.000000
random access to position 7461609,rand_acc,7461609,0.023805,0.020000,0.031000,0.004869,0.000000
random access to position 8531708,rand_acc,8531708,0.023727,0.020000,0.031000,0.004833,0.000000
random access to position 3614802,rand_acc,3614802,0.023711,0.020000,0.031000,0.004843,0.000000
random access to position 8832463,rand_acc,8832463,0.023641,0.020000,0.031000,0.004800,0.000000
random access to position 6655723,rand_acc,6655723,0.023734,0.020000,0.031000,0.004844,0.000000
random access to position 7577186,rand_acc,7577186,0.023648,0.020000,0.031000,0.004811,0.000000
random access to position 1768606,rand_acc,1768606,0.023727,0.020000,0.031000,0.004833,0.000000
random access to position 6182111,rand_acc,6182111,0.023797,0.020000,0.031000,0.004858,0.000000
random access to position 6797363,rand_acc,6797363,0.023797,0.020000,0.031000,0.004858,0.000000
random access to position 5253700,rand_acc,5253700,0.023703,0.020000,0.031000,0.004848,0.000000
random access to position 1249127,rand_acc,1249127,0.023711,0.020000,0.031000,0.004843,0.000000
random access to position 6402453,rand_acc,6402453,0.023570,0.020000,0.031000,0.004789,0.000000
random access to position 2820649,rand_acc,2820649,0.023578,0.020000,0.031000,0.004767,0.000000
random access to position 1453944,rand_acc,1453944,0.023727,0.020000,0.031000,0.004833,0.000000
random access to position 4929755,rand_acc,4929755,0.023805,0.020000,0.031000,0.004853,0.000000
random access to position 1151708,rand_acc,1151708,0.023648,0.020000,0.031000,0.004828,0.000000
random access to position 2406474,rand_acc,2406474,0.023641,0.020000,0.031000,0.004800,0.000000
random access to position 4434240,rand_acc,4434240,0.023789,0.020000,0.031000,0.004863,0.000000
random access to position 6479250,rand_acc,6479250,0.023641,0.020000,0.031000,0.004784,0.000000
random access to position 1467700,rand_acc,1467700,0.023633,0.020000,0.031000,0.004822,0.000000
random access to position 8892293,rand_acc,8892293,0.023633,0.020000,0.031000,0.004805,0.000000
random access to position 8809319,rand_acc,8809319,0.023562,0.020000,0.031000,0.004777,0.000000
random access to position 6644527,rand_acc,6644527,0.023641,0.020000,0.031000,0.004817,0.000000
random access to position 5196096,rand_acc,5196096,0.023789,0.020000,0.031000,0.004863,0.000000
random access to position 7601568,rand_acc,7601568,0.023547,0.020000,0.031000,0.004787,0.000000
random access to position 7976771,rand_acc,7976771,0.023719,0.020000,0.031000,0.004838,0.000000
random access to position 6153560,rand_acc,6153560,0.023656,0.020000,0.031000,0.004823,0.000000
random access to position 701052,rand_acc,701052,0.023633,0.020000,0.031000,0.004805,0.000000
random access to position 9958833,rand_acc,9958833,0.023633,0.020000,0.031000,0.004789,0.000000
random access to position 1746407,rand_acc,1746407,0.023648,0.020000,0.031000,0.004828,0.000000
random access to position 5779633,rand_acc,5779633,0.023555,0.020000,0.031000,0.004799,0.000000
random access to position 8349396,rand_acc,8349396,0.023625,0.020000,0.031000,0.004810,0.000000
random access to position 9980543,rand_acc,9980543,0.023570,0.020000,0.031000,0.004805,0.000000
random access to position 2003260,rand_acc,2003260,0.023711,0.020000,0.031000,0.004827,0.000000
random access to position 4563346,rand_acc,4563346,0.023633,0.020000,0.031000,0.004805,0.000000
random access to position 2601690,rand_acc,2601690,0.023648,0.020000,0.031000,0.004828,0.000000
random access to position 9214317,rand_acc,9214317,0.023789,0.020000,0.031000,0.004863,0.000000
random access to position 4570700,rand_acc,4570700,0.023539,0.020000,0.031000,0.004792,0.000000
random access to position 4463697,rand_acc,4463697,0.023633,0.020000,0.031000,0.004822,0.000000
random access to position 460422,rand_acc,460422,0.023781,0.020000,0.031000,0.004852,0.000000
random access to position 5593292,rand_acc,5593292,0.023539,0.020000,0.031000,0.004792,0.000000
random access to position 1247900,rand_acc,1247900,0.023805,0.020000,0.031000,0.004853,0.000000
random access to position 8742391,rand_acc,8742391,0.023805,0.020000,0.031000,0.004836,0.000000
random access to position 5604900,rand_acc,5604900,0.023633,0.020000,0.031000,0.004805,0.000000
random access to position 1055750,rand_acc,1055750,0.023648,0.020000,0.031000,0.004811,0.000000
random access to position 6184824,rand_acc,6184824,0.023641,0.020000,0.031000,0.004817,0.000000
random access to position 7822895,rand_acc,7822895,0.023656,0.020000,0.031000,0.004790,0.000000
random access to position 2264879,rand_acc,2264879,0.023727,0.020000,0.031000,0.004849,0.000000
random access to position 515341,rand_acc,515341,0.023781,0.020000,0.031000,0.004868,0.000000
random access to position 2305533,rand_acc,2305533,0.023719,0.020000,0.031000,0.004838,0.000000
random access to position 538703,rand_acc,538703,0.023648,0.020000,0.031000,0.004795,0.000000
random access to position 6146744,rand_acc,6146744,0.023734,0.020000,0.031000,0.004795,0.000000
random access to position 4659009,rand_acc,4659009,0.023789,0.020000,0.031000,0.004863,0.000000
random access to position 2700919,rand_acc,2700919,0.023805,0.020000,0.031000,0.004836,0.000000
random access to position 1243220,rand_acc,1243220,0.023555,0.020000,0.031000,0.004782,0.000000
random access to position 1463377,rand_acc,1463377,0.023648,0.020000,0.031000,0.004795,0.000000
random access to position 6109814,rand_acc,6109814,0.023797,0.020000,0.031000,0.004874,0.000000
random access to position 1510383,rand_acc,1510383,0.023789,0.020000,0.031000,0.004831,0.000000
random access to position 6360373,rand_acc,6360373,0.023648,0.020000,0.031000,0.004795,0.000000
random access to position 1837405,rand_acc,1837405,0.023805,0.020000,0.031000,0.004853,0.000000
random access to position 2141759,rand_acc,2141759,0.023648,0.020000,0.031000,0.004828,0.000000
random access to position 2781320,rand_acc,2781320,0.023789,0.020000,0.031000,0.004863,0.000000
random access to position 7019956,rand_acc,7019956,0.023695,0.020000,0.031000,0.004837,0.000000
random access to position 5096534,rand_acc,5096534,0.023562,0.020000,0.031000,0.004810,0.000000
random access to position 2666664,rand_acc,2666664,0.023656,0.020000,0.031000,0.004774,0.000000
random access to position 2458331,rand_acc,2458331,0.057992,0.020000,4.398000,0.385144,0.000000
random access to position 2878514,rand_acc,2878514,0.023656,0.020000,0.031000,0.004774,0.000000
random access to position 6231291,rand_acc,6231291,0.023641,0.020000,0.031000,0.004800,0.000000
random access to position 9587566,rand_acc,9587566,0.023641,0.020000,0.031000,0.004800,0.000000
random access to position 5162044,rand_acc,5162044,0.023641,0.020000,0.031000,0.004817,0.000000
random access to position 8256875,rand_acc,8256875,0.023727,0.020000,0.031000,0.004833,0.000000
random access to position 4192093,rand_acc,4192093,0.023555,0.020000,0.031000,0.004766,0.000000
random access to position 7970856,rand_acc,7970856,0.023789,0.020000,0.031000,0.004863,0.000000
random access to position 4609816,rand_acc,4609816,0.023648,0.020000,0.031000,0.004795,0.000000
random access to position 8196535,rand_acc,8196535,0.023641,0.020000,0.031000,0.004817,0.000000
random access to position 1541447,rand_acc,1541447,0.023727,0.020000,0.031000,0.004849,0.000000
random access to position 377730,rand_acc,377730,0.023648,0.020000,0.031000,0.004811,0.000000
random access to position 9727994,rand_acc,9727994,0.023789,0.020000,0.031000,0.004863,0.000000
random access to position 4683578,rand_acc,4683578,0.023781,0.020000,0.030000,0.004820,0.000000
random access to position 6955693,rand_acc,6955693,0.023727,0.020000,0.031000,0.004849,0.000000
random access to position 5786884,rand_acc,5786884,0.023555,0.020000,0.031000,0.004799,0.000000
random access to position 1855083,rand_acc,1855083,0.023625,0.020000,0.031000,0.004827,0.000000
random access to position 5242198,rand_acc,5242198,0.023656,0.020000,0.031000,0.004823,0.000000
random access to position 1682793,rand_acc,1682793,0.023633,0.020000,0.031000,0.004822,0.000000
random access to position 9949596,rand_acc,9949596,0.023633,0.020000,0.031000,0.004822,0.000000
random access to position 6419559,rand_acc,6419559,0.029828,0.020000,0.040000,0.002628,0.000000
random access to position 7319690,rand_acc,7319690,0.029570,0.020000,0.031000,0.002131,0.000000
random access to position 2785854,rand_acc,2785854,0.023703,0.020000,0.031000,0.004848,0.000000
random access to position 2457236,rand_acc,2457236,0.023633,0.020000,0.031000,0.004822,0.000000
random access to position 6051427,rand_acc,6051427,0.023797,0.020000,0.031000,0.004842,0.000000
random access to position 5400522,rand_acc,5400522,0.023641,0.020000,0.031000,0.004817,0.000000
random access to position 2038319,rand_acc,2038319,0.023703,0.020000,0.031000,0.004832,0.000000
random access to position 3589489,rand_acc,3589489,0.023711,0.020000,0.031000,0.004843,0.000000
random access to position 3493557,rand_acc,3493557,0.023805,0.020000,0.031000,0.004853,0.000000
random access to position 4125502,rand_acc,4125502,0.023633,0.020000,0.031000,0.004822,0.000000
random access to position 6902718,rand_acc,6902718,0.023781,0.020000,0.031000,0.004836,0.000000
random access to position 7767396,rand_acc,7767396,0.023633,0.020000,0.031000,0.004822,0.000000
random access to position 7200511,rand_acc,7200511,0.023656,0.020000,0.031000,0.004806,0.000000
random access to position 4702994,rand_acc,4702994,0.023711,0.020000,0.031000,0.004827,0.000000
random access to position 7030159,rand_acc,7030159,0.023727,0.020000,0.031000,0.004849,0.000000
random access to position 1663469,rand_acc,1663469,0.023555,0.020000,0.031000,0.004799,0.000000
random access to position 6095940,rand_acc,6095940,0.023805,0.020000,0.031000,0.004869,0.000000
random access to position 4876142,rand_acc,4876142,0.023633,0.020000,0.031000,0.004822,0.000000
random access to position 8239315,rand_acc,8239315,0.023648,0.020000,0.031000,0.004811,0.000000
random access to position 9881771,rand_acc,9881771,0.023789,0.020000,0.031000,0.004863,0.000000
random access to position 9854190,rand_acc,9854190,0.023656,0.020000,0.031000,0.004806,0.000000
random access to position 9397638,rand_acc,9397638,0.023711,0.020000,0.031000,0.004811,0.000000
random access to position 3220120,rand_acc,3220120,0.023555,0.020000,0.031000,0.004782,0.000000
random access to position 1788009,rand_acc,1788009,0.023789,0.020000,0.031000,0.004847,0.000000
random access to position 712367,rand_acc,712367,0.023719,0.020000,0.031000,0.004805,0.000000
random access to position 6991731,rand_acc,6991731,0.023633,0.020000,0.031000,0.004805,0.000000
random access to position 243349,rand_acc,243349,0.023719,0.020000,0.031000,0.004838,0.000000
random access to position 9127721,rand_acc,9127721,0.023719,0.020000,0.031000,0.004838,0.000000
random access to position 5043226,rand_acc,5043226,0.023656,0.020000,0.031000,0.004806,0.000000
random access to position 4505165,rand_acc,4505165,0.023719,0.020000,0.031000,0.004854,0.000000
random access to position 3709867,rand_acc,3709867,0.023719,0.020000,0.031000,0.004822,0.000000
random access to position 5522038,rand_acc,5522038,0.023805,0.020000,0.031000,0.004869,0.000000
random access to position 3363847,rand_acc,3363847,0.023648,0.020000,0.031000,0.004828,0.000000
random access to position 4168907,rand_acc,4168907,0.023641,0.020000,0.031000,0.004817,0.000000
random access to position 3241100,rand_acc,3241100,0.023719,0.020000,0.031000,0.004854,0.000000
random access to position 805114,rand_acc,805114,0.023641,0.020000,0.031000,0.004817,0.000000
random access to position 3696676,rand_acc,3696676,0.023625,0.020000,0.031000,0.004810,0.000000
random access to position 4880103,rand_acc,4880103,0.023727,0.020000,0.031000,0.004816,0.000000
random access to position 3952823,rand_acc,3952823,0.023570,0.020000,0.031000,0.004789,0.000000
random access to position 1409191,rand_acc,1409191,0.023727,0.020000,0.031000,0.004849,0.000000
random access to position 9805469,rand_acc,9805469,0.023719,0.020000,0.031000,0.004838,0.000000
random access to position 9105269,rand_acc,9105269,0.023711,0.020000,0.031000,0.004843,0.000000
random access to position 7179102,rand_acc,7179102,0.023648,0.020000,0.031000,0.004811,0.000000
random access to position 4678516,rand_acc,4678516,0.023727,0.020000,0.031000,0.004816,0.000000
random access to position 9723624,rand_acc,9723624,0.023648,0.020000,0.031000,0.004828,0.000000
random access to position 5649854,rand_acc,5649854,0.023641,0.020000,0.031000,0.004817,0.000000
random access to position 6385997,rand_acc,6385997,0.023711,0.020000,0.031000,0.004843,0.000000
random access to position 8715087,rand_acc,8715087,0.023773,0.020000,0.031000,0.004858,0.000000
random access to position 6134156,rand_acc,6134156,0.023633,0.020000,0.031000,0.004822,0.000000
random access to position 7513827,rand_acc,7513827,0.023703,0.020000,0.031000,0.004832,0.000000
random access to position 9543325,rand_acc,9543325,0.023719,0.020000,0.031000,0.004854,0.000000
random access to position 8368497,rand_acc,8368497,0.023711,0.020000,0.031000,0.004843,0.000000
random access to position 1019761,rand_acc,1019761,0.023727,0.020000,0.031000,0.004816,0.000000
random access to position 1946267,rand_acc,1946267,0.023797,0.020000,0.031000,0.004842,0.000000
random access to position 5238934,rand_acc,5238934,0.023781,0.020000,0.031000,0.004852,0.000000
random access to position 3206332,rand_acc,3206332,0.023789,0.020000,0.031000,0.004863,0.000000
random access to position 7224797,rand_acc,7224797,0.023727,0.020000,0.031000,0.004833,0.000000
random access to position 5796682,rand_acc,5796682,0.023633,0.020000,0.031000,0.004822,0.000000
random access to position 5171916,rand_acc,5171916,0.023797,0.020000,0.031000,0.004858,0.000000
random access to position 4513220,rand_acc,4513220,0.023633,0.020000,0.031000,0.004789,0.000000
random access to position 7165281,rand_acc,7165281,0.023719,0.020000,0.031000,0.004838,0.000000
random access to position 9369813,rand_acc,9369813,0.023656,0.020000,0.031000,0.004790,0.000000
random access to position 7174107,rand_acc,7174107,0.023633,0.020000,0.031000,0.004805,0.000000
random access to position 2463751,rand_acc,2463751,0.023641,0.020000,0.031000,0.004817,0.000000
random access to position 1862634,rand_acc,1862634,0.023641,0.020000,0.031000,0.004817,0.000000
random access to position 8552685,rand_acc,8552685,0.023781,0.020000,0.031000,0.004852,0.000000
random access to position 4871827,rand_acc,4871827,0.023805,0.020000,0.031000,0.004836,0.000000
random access to position 732016,rand_acc,732016,0.023711,0.020000,0.031000,0.004843,0.000000
random access to position 6247308,rand_acc,6247308,0.023633,0.020000,0.031000,0.004805,0.000000
random access to position 1253262,rand_acc,1253262,0.023570,0.020000,0.031000,0.004789,0.000000
random access to position 4216713,rand_acc,4216713,0.023711,0.020000,0.031000,0.004843,0.000000
random access to position 1750482,rand_acc,1750482,0.023711,0.020000,0.031000,0.004811,0.000000
random access to position 9643575,rand_acc,9643575,0.023562,0.020000,0.031000,0.004794,0.000000
random access to position 1206686,rand_acc,1206686,0.023727,0.020000,0.031000,0.004833,0.000000
random access to position 4046026,rand_acc,4046026,0.023641,0.020000,0.031000,0.004833,0.000000
random access to position 7476461,rand_acc,7476461,0.023727,0.020000,0.031000,0.004816,0.000000
random access to position 8187436,rand_acc,8187436,0.023648,0.020000,0.031000,0.004779,0.000000
random access to position 9551896,rand_acc,9551896,0.023641,0.020000,0.031000,0.004833,0.000000
random access to position 1206846,rand_acc,1206846,0.023648,0.020000,0.031000,0.004811,0.000000
random access to position 1892854,rand_acc,1892854,0.023727,0.020000,0.031000,0.004849,0.000000
random access to position 7686021,rand_acc,7686021,0.023734,0.020000,0.031000,0.004811,0.000000
random access to position 6923191,rand_acc,6923191,0.023570,0.020000,0.031000,0.004772,0.000000
random access to position 8337658,rand_acc,8337658,0.023625,0.020000,0.031000,0.004794,0.000000
random access to position 2582738,rand_acc,2582738,0.023703,0.020000,0.031000,0.004848,0.000000
random access to position 9706855,rand_acc,9706855,0.023648,0.020000,0.031000,0.004795,0.000000
random access to position 2626791,rand_acc,2626791,0.023789,0.020000,0.031000,0.004863,0.000000
random access to position 6963413,rand_acc,6963413,0.023641,0.020000,0.031000,0.004784,0.000000
random access to position 9237627,rand_acc,9237627,0.023703,0.020000,0.031000,0.004832,0.000000
random access to position 2094394,rand_acc,2094394,0.023719,0.020000,0.031000,0.004838,0.000000
random access to position 3481719,rand_acc,3481719,0.023656,0.020000,0.031000,0.004790,0.000000
random access to position 4723286,rand_acc,4723286,0.023805,0.020000,0.031000,0.004836,0.000000
random access to position 7119589,rand_acc,7119589,0.023570,0.020000,0.031000,0.004789,0.000000
random access to position 2232233,rand_acc,2232233,0.072156,0.020000,6.242000,0.547506,0.000000
random access to position 5808844,rand_acc,5808844,0.023625,0.020000,0.031000,0.004810,0.000000
random access to position 8605376,rand_acc,8605376,0.023648,0.020000,0.031000,0.004811,0.000000
random access to position 7769135,rand_acc,7769135,0.023633,0.020000,0.031000,0.004805,0.000000
random access to position 2502831,rand_acc,2502831,0.023719,0.020000,0.031000,0.004838,0.000000
random access to position 8563109,rand_acc,8563109,0.023719,0.020000,0.031000,0.004838,0.000000
random access to position 9723105,rand_acc,9723105,0.023641,0.020000,0.031000,0.004800,0.000000
random access to position 1550236,rand_acc,1550236,0.023648,0.020000,0.031000,0.004811,0.000000
random access to position 2013659,rand_acc,2013659,0.023711,0.020000,0.031000,0.004843,0.000000
random access to position 3207152,rand_acc,3207152,0.023633,0.020000,0.031000,0.004805,0.000000
random access to position 3412848,rand_acc,3412848,0.023648,0.020000,0.031000,0.004795,0.000000
random access to position 3305297,rand_acc,3305297,0.023805,0.020000,0.031000,0.004869,0.000000
random access to position 2261289,rand_acc,2261289,0.023711,0.020000,0.031000,0.004843,0.000000
random access to position 5439475,rand_acc,5439475,0.023797,0.020000,0.031000,0.004858,0.000000
random access to position 4996263,rand_acc,4996263,0.023727,0.020000,0.031000,0.004833,0.000000
random access to position 3680900,rand_acc,3680900,0.023734,0.020000,0.031000,0.004811,0.000000
random access to position 4667714,rand_acc,4667714,0.023641,0.020000,0.031000,0.004800,0.000000
random access to position 5985247,rand_acc,5985247,0.023625,0.020000,0.031000,0.004810,0.000000
random access to position 2094625,rand_acc,2094625,0.023719,0.020000,0.031000,0.004838,0.000000
random access to position 9159408,rand_acc,9159408,0.023719,0.020000,0.031000,0.004838,0.000000
random access to position 8006513,rand_acc,8006513,0.023719,0.020000,0.031000,0.004805,0.000000
random access to position 4445754,rand_acc,4445754,0.023648,0.020000,0.031000,0.004811,0.000000
random access to position 3690906,rand_acc,3690906,0.023797,0.020000,0.031000,0.004842,0.000000
random access to position 9319880,rand_acc,9319880,0.023547,0.020000,0.031000,0.004787,0.000000
random access to position 7597153,rand_acc,7597153,0.023648,0.020000,0.031000,0.004828,0.000000
random access to position 5221873,rand_acc,5221873,0.023633,0.020000,0.031000,0.004805,0.000000
random access to position 1201024,rand_acc,1201024,0.023555,0.020000,0.031000,0.004799,0.000000
random access to position 5967481,rand_acc,5967481,0.023719,0.020000,0.031000,0.004854,0.000000
random access to position 8409674,rand_acc,8409674,0.023656,0.020000,0.031000,0.004823,0.000000
random access to position 5383754,rand_acc,5383754,0.023625,0.020000,0.031000,0.004827,0.000000
random access to position 8297871,rand_acc,8297871,0.023797,0.020000,0.031000,0.004858,0.000000
random access to position 7650906,rand_acc,7650906,0.023570,0.020000,0.031000,0.004805,0.000000
random access to position 6273880,rand_acc,6273880,0.023734,0.020000,0.031000,0.004811,0.000000
random access to position 648617,rand_acc,648617,0.023797,0.020000,0.031000,0.004858,0.000000
random access to position 7561907,rand_acc,7561907,0.023656,0.020000,0.031000,0.004806,0.000000
random access to position 8068519,rand_acc,8068519,0.023562,0.020000,0.031000,0.004761,0.000000
random access to position 4398038,rand_acc,4398038,0.023727,0.020000,0.031000,0.004816,0.000000
random access to position 1549260,rand_acc,1549260,0.023805,0.020000,0.031000,0.004836,0.000000
random access to position 7211828,rand_acc,7211828,0.023641,0.020000,0.031000,0.004817,0.000000
random access to position 2396597,rand_acc,2396597,0.023781,0.020000,0.031000,0.004836,0.000000
random access to position 1623598,rand_acc,1623598,0.023648,0.020000,0.031000,0.004828,0.000000
random access to position 1731328,rand_acc,1731328,0.023641,0.020000,0.031000,0.004817,0.000000
random access to position 5850314,rand_acc,5850314,0.023633,0.020000,0.031000,0.004805,0.000000
random access to position 3331310,rand_acc,3331310,0.023703,0.020000,0.031000,0.004848,0.000000
random access to position 5169798,rand_acc,5169798,0.023633,0.020000,0.031000,0.004822,0.000000
random access to position 1091950,rand_acc,1091950,0.023711,0.020000,0.031000,0.004827,0.000000
random access to position 2629408,rand_acc,2629408,0.023711,0.020000,0.031000,0.004827,0.000000
random access to position 6559913,rand_acc,6559913,0.023727,0.020000,0.031000,0.004833,0.000000
random access to position 8501054,rand_acc,8501054,0.023641,0.020000,0.031000,0.004784,0.000000
random access to position 546179,rand_acc,546179,0.023789,0.020000,0.031000,0.004863,0.000000
random access to position 5024703,rand_acc,5024703,0.023648,0.020000,0.031000,0.004811,0.000000
random access to position 9805256,rand_acc,9805256,0.023719,0.020000,0.031000,0.004822,0.000000
random access to position 6259222,rand_acc,6259222,0.023547,0.020000,0.031000,0.004787,0.000000
random access to position 8232072,rand_acc,8232072,0.023805,0.020000,0.031000,0.004836,0.000000
random access to position 9561323,rand_acc,9561323,0.023570,0.020000,0.031000,0.004789,0.000000
random access to position 7125921,rand_acc,7125921,0.023781,0.020000,0.031000,0.004868,0.000000
random access to position 6186952,rand_acc,6186952,0.023734,0.020000,0.031000,0.004844,0.000000
random access to position 7021333,rand_acc,7021333,0.057070,0.020000,4.298000,0.376352,0.000000
random access to position 8418437,rand_acc,8418437,0.023656,0.020000,0.031000,0.004806,0.000000
random access to position 2484496,rand_acc,2484496,0.023633,0.020000,0.031000,0.004805,0.000000
random access to position 9462331,rand_acc,9462331,0.023734,0.020000,0.031000,0.004844,0.000000
random access to position 7064110,rand_acc,7064110,0.023727,0.020000,0.031000,0.004816,0.000000
random access to position 6968384,rand_acc,6968384,0.023555,0.020000,0.031000,0.004799,0.000000
random access to position 8984613,rand_acc,8984613,0.023742,0.020000,0.031000,0.004822,0.000000
random access to position 7130073,rand_acc,7130073,0.023719,0.020000,0.031000,0.004854,0.000000
random access to position 9859128,rand_acc,9859128,0.023633,0.020000,0.031000,0.004822,0.000000
random access to position 1418814,rand_acc,1418814,0.023695,0.020000,0.031000,0.004837,0.000000
random access to position 756541,rand_acc,756541,0.023781,0.020000,0.031000,0.004852,0.000000
random access to position 104239,rand_acc,104239,0.023781,0.020000,0.031000,0.004852,0.000000
random access to position 2103526,rand_acc,2103526,0.024406,0.020000,0.110000,0.008996,0.000000
random access to position 8332565,rand_acc,8332565,0.023781,0.020000,0.031000,0.004868,0.000000
random access to position 2580712,rand_acc,2580712,0.023641,0.020000,0.031000,0.004817,0.000000
random access to position 8987397,rand_acc,8987397,0.023648,0.020000,0.031000,0.004811,0.000000
random access to position 1369078,rand_acc,1369078,0.023734,0.020000,0.031000,0.004827,0.000000
random access to position 2738062,rand_acc,2738062,0.023727,0.020000,0.031000,0.004833,0.000000
random access to position 3235903,rand_acc,3235903,0.023781,0.020000,0.031000,0.004852,0.000000
random access to position 3829185,rand_acc,3829185,0.023555,0.020000,0.031000,0.004782,0.000000
random access to position 2007366,rand_acc,2007366,0.023539,0.020000,0.031000,0.004792,0.000000
random access to position 8121058,rand_acc,8121058,0.023633,0.020000,0.031000,0.004805,0.000000
random access to position 4977352,rand_acc,4977352,0.023641,0.020000,0.031000,0.004800,0.000000
random access to position 9233274,rand_acc,9233274,0.023625,0.020000,0.031000,0.004827,0.000000
random access to position 7356544,rand_acc,7356544,0.023539,0.020000,0.031000,0.004792,0.000000
random access to position 4080343,rand_acc,4080343,0.027492,0.020000,0.060000,0.006593,0.000000
random access to position 5526021,rand_acc,5526021,0.023625,0.020000,0.031000,0.004827,0.000000
random access to position 2790946,rand_acc,2790946,0.023625,0.020000,0.031000,0.004810,0.000000
random access to position 8606005,rand_acc,8606005,0.023641,0.020000,0.031000,0.004817,0.000000
random access to position 8108976,rand_acc,8108976,0.023570,0.020000,0.031000,0.004789,0.000000
random access to position 5401174,rand_acc,5401174,0.026844,0.020000,0.040000,0.004818,0.000000
random access to position 2082863,rand_acc,2082863,0.027102,0.020000,0.100000,0.008251,0.000000
random access to position 9557281,rand_acc,9557281,0.023648,0.020000,0.031000,0.004828,0.000000
random access to position 1751986,rand_acc,1751986,0.023719,0.020000,0.031000,0.004838,0.000000
random access to position 9113661,rand_acc,9113661,0.029117,0.020000,0.220000,0.017921,0.000000
random access to position 905291,rand_acc,905291,0.024969,0.020000,0.150000,0.012115,0.000000
random access to position 9111076,rand_acc,9111076,0.023727,0.020000,0.031000,0.004833,0.000000
random access to position 7026956,rand_acc,7026956,0.023625,0.020000,0.031000,0.004810,0.000000
random access to position 6999103,rand_acc,6999103,0.023633,0.020000,0.031000,0.004805,0.000000
random access to position 9739001,rand_acc,9739001,0.023727,0.020000,0.031000,0.004816,0.000000
random access to position 7766317,rand_acc,7766317,0.028430,0.020000,0.051000,0.005627,0.000000
random access to position 4242913,rand_acc,4242913,0.023727,0.020000,0.031000,0.004833,0.000000
random access to position 1634282,rand_acc,1634282,0.023789,0.020000,0.031000,0.004847,0.000000
random access to position 2378067,rand_acc,2378067,0.023633,0.020000,0.031000,0.004789,0.000000
random access to position 1268031,rand_acc,1268031,0.023711,0.020000,0.031000,0.004843,0.000000
random access to position 6742633,rand_acc,6742633,0.023570,0.020000,0.031000,0.004789,0.000000
random access to position 3074548,rand_acc,3074548,0.023727,0.020000,0.031000,0.004833,0.000000
random access to position 9121986,rand_acc,9121986,0.023711,0.020000,0.031000,0.004843,0.000000
random access to position 2640437,rand_acc,2640437,0.023727,0.020000,0.031000,0.004849,0.000000
random access to position 9664389,rand_acc,9664389,0.023719,0.020000,0.031000,0.004838,0.000000
random access to position 8702449,rand_acc,8702449,0.023633,0.020000,0.031000,0.004789,0.000000
random access to position 7609725,rand_acc,7609725,0.023641,0.020000,0.031000,0.004800,0.000000
random access to position 4986999,rand_acc,4986999,0.023734,0.020000,0.031000,0.004827,0.000000
random access to position 1546402,rand_acc,1546402,0.023555,0.020000,0.031000,0.004782,0.000000
random access to position 4476249,rand_acc,4476249,0.023562,0.020000,0.031000,0.004794,0.000000
random access to position 9450164,rand_acc,9450164,0.023641,0.020000,0.031000,0.004817,0.000000
random access to position 7192128,rand_acc,7192128,0.023648,0.020000,0.031000,0.004811,0.000000
random access to position 3717861,rand_acc,3717861,0.023727,0.020000,0.031000,0.004833,0.000000
random access to position 9595579,rand_acc,9595579,0.023797,0.020000,0.031000,0.004874,0.000000
random access to position 7636445,rand_acc,7636445,0.023562,0.020000,0.031000,0.004794,0.000000
random access to position 7247640,rand_acc,7247640,0.023648,0.020000,0.031000,0.004811,0.000000
random access to position 5980605,rand_acc,5980605,0.023711,0.020000,0.031000,0.004843,0.000000
random access to position 18455,rand_acc,18455,0.023789,0.020000,0.031000,0.004847,0.000000
random access to position 4979621,rand_acc,4979621,0.023648,0.020000,0.031000,0.004828,0.000000
random access to position 3162472,rand_acc,3162472,0.023727,0.020000,0.031000,0.004833,0.000000
random access to position 5071895,rand_acc,5071895,0.023703,0.020000,0.031000,0.004832,0.000000
